,conf,doi,fig_num,status,type,category,subcategory,subsubcategory,dimensionality,multiplicity,n_panels
53,icsm-icsme2024,10.1109/ICSME58944.2024.00034,4,SUCCESS,D,Distribution,Box-And-Whisker Plot,Box-And-Whisker Plot,2.0,Multipanel,4
54,icsm-icsme2024,10.1109/ICSME58944.2024.00025,3,SUCCESS,D,Diagram,Venn Diagram,Venn Diagram,2.0,Single,1
55,icsm-icsme2024,10.1109/ICSME58944.2024.00031,1,SUCCESS,P,,,,,,
56,icsm-icsme2024,10.1109/ICSME58944.2024.00027,3,SUCCESS,P,,,,,,
57,icsm-icsme2024,10.1109/ICSME58944.2024.00024,3,SUCCESS,P,,,,,,
58,icsm-icsme2024,10.1109/ICSME58944.2024.00029,2,SUCCESS,P,,,,,,
59,icsm-icsme2024,10.1109/ICSME58944.2024.00047,15,SUCCESS,D,Distribution,Box-And-Whisker Plot,Box-And-Whisker Plot,2.0,Single,1
60,icsm-icsme2024,10.1109/ICSME58944.2024.00060,3,SUCCESS,P,,,,,,
61,icsm-icsme2024,10.1109/ICSME58944.2024.00057,1,SUCCESS,P,,,,,,
62,icsm-icsme2024,10.1109/ICSME58944.2024.00060,7,SUCCESS,P,,,,,,
63,icsm-icsme2024,10.1109/ICSME58944.2024.00057,7,SUCCESS,D,Line,Line Graph,Line Graph,2.0,Single,1
64,icsm-icsme2024,10.1109/ICSME58944.2024.00027,2,SUCCESS,P,,,,,,
65,icsm-icsme2024,10.1109/ICSME58944.2024.00048,1,SUCCESS,D,Bar,Bar Chart,Grouped Bar Chart,2.0,Multipanel,2
66,icsm-icsme2024,10.1109/ICSME58944.2024.00016,3,SUCCESS,D,Line,Line Graph,Line Graph,2.0,Single,1
67,icsm-icsme2024,10.1109/ICSME58944.2024.00060,4,SUCCESS,P,,,,,,
68,icsm-icsme2024,10.1109/ICSME58944.2024.00046,5,SUCCESS,T,,,,,,
69,icsm-icsme2024,10.1109/ICSME58944.2024.00039,3,SUCCESS,D,Point,Scatter Plot,Scatter Plot,2.0,Single,1
70,icsm-icsme2024,10.1109/ICSME58944.2024.00016,1,SUCCESS,P,,,,,,
71,icsm-icsme2024,10.1109/ICSME58944.2024.00047,2,SUCCESS,P,,,,,,
72,icsm-icsme2024,10.1109/ICSME58944.2024.00021,3,SUCCESS,P,,,,,,
73,icsm-icsme2024,10.1109/ICSME58944.2024.00047,7,SUCCESS,D,Distribution,Box-And-Whisker Plot,Box-And-Whisker Plot,2.0,Multipanel,4
74,icsm-icsme2024,10.1109/ICSME58944.2024.00015,6,SUCCESS,D,Distribution,Point Graph,Point Graph,2.0,Single,1
75,icsm-icsme2024,10.1109/ICSME58944.2024.00057,11,SUCCESS,P,,,,,,
76,icsm-icsme2024,10.1109/ICSME58944.2024.00041,10,SUCCESS,P,,,,,,
77,icsm-icsme2024,10.1109/ICSME58944.2024.00012,8,SUCCESS,P,,,,,,
78,icsm-icsme2024,10.1109/ICSME58944.2024.00057,6,SUCCESS,D,Line,Line Graph,Line Graph,2.0,Single,1
79,icsm-icsme2024,10.1109/ICSME58944.2024.00024,2,SUCCESS,P,,,,,,
80,icsm-icsme2024,10.1109/ICSME58944.2024.00029,4,SUCCESS,P,,,,,,
81,icsm-icsme2024,10.1109/ICSME58944.2024.00047,4,SUCCESS,D,Distribution,Box-And-Whisker Plot,Box-And-Whisker Plot,2.0,Multipanel,5
82,icsm-icsme2024,10.1109/ICSME58944.2024.00045,2,SUCCESS,D,Bar,Bar Chart,Bar Chart,2.0,Single,1
83,icsm-icsme2024,10.1109/ICSME58944.2024.00052,2,SUCCESS,D,Distribution,Box-And-Whisker Plot,Box-And-Whisker Plot,2.0,Multipanel,2
84,icsm-icsme2024,10.1109/ICSME58944.2024.00052,4,SUCCESS,P,,,,,,
85,icsm-icsme2024,10.1109/ICSME58944.2024.00016,5,SUCCESS,D,Distribution,Histogram,Histogram,2.0,Single,1
86,icsm-icsme2024,10.1109/ICSME58944.2024.00047,9,SUCCESS,D,Bar,Bar Chart,Bar Chart,2.0,Single,1
87,icsm-icsme2024,10.1109/ICSME58944.2024.00039,5,SUCCESS,D,Distribution,Box-And-Whisker Plot,Box-And-Whisker Plot,2.0,Single,1
88,icsm-icsme2024,10.1109/ICSME58944.2024.00013,1,SUCCESS,P,,,,,,
89,icsm-icsme2024,10.1109/ICSME58944.2024.00013,4,SUCCESS,P,,,,,,
90,icsm-icsme2024,10.1109/ICSME58944.2024.00015,2,SUCCESS,P,,,,,,
91,icsm-icsme2024,10.1109/ICSME58944.2024.00058,1,SUCCESS,P,,,,,,
92,icsm-icsme2024,10.1109/ICSME58944.2024.00026,4,SUCCESS,P,,,,,,
93,icsm-icsme2024,10.1109/ICSME58944.2024.00057,2,SUCCESS,P,,,,,,
94,icsm-icsme2024,10.1109/ICSME58944.2024.00033,1,SUCCESS,D,Bar,Bar Chart,Grouped Bar Chart,2.0,Combination,1
95,icsm-icsme2024,10.1109/ICSME58944.2024.00057,8,SUCCESS,P,,,,,,
96,icsm-icsme2024,10.1109/ICSME58944.2024.00035,2,SUCCESS,D,Bar,Bar Chart,Stacked Bar Chart,2.0,Single,1
97,icsm-icsme2024,10.1109/ICSME58944.2024.00012,7,SUCCESS,D,Bar,Bar Chart,Grouped Bar Chart,2.0,Multipanel,2
98,icsm-icsme2024,10.1109/ICSME58944.2024.00046,8,SUCCESS,P,,,,,,
99,icsm-icsme2024,10.1109/ICSME58944.2024.00050,1,SUCCESS,P,,,,,,
100,icsm-icsme2024,10.1109/ICSME58944.2024.00049,5,SUCCESS,D,Bar,Bar Chart,Grouped Bar Chart,2.0,Multipanel,3
101,icse-icse2024,10.1145/3597503.3639186,4,SUCCESS,D,Line,Line Graph,Line Graph,2.0,Single,1
102,icse-icse2024,10.1145/3597503.3639193,5,SUCCESS,P,,,,,,
103,icse-icse2024,10.1145/3597503.3623303,1,SUCCESS,P,,,,,,
104,icse-icse2024,10.1145/3597503.3639160,2,SUCCESS,P,,,,,,
105,icse-icse2024,10.1145/3597503.3639126,5,SUCCESS,D,Bar,Bar Chart,Grouped Bar Chart,2.0,Multipanel,7
106,icse-icse2024,10.1145/3597503.3623302,10,SUCCESS,D,Bar,Bar Chart,Grouped Bar Chart,2.0,Single,1
107,icse-icse2024,10.1145/3597503.3639186,9,SUCCESS,D,Line,Line Graph,Line Graph,2.0,Single,1
108,icse-icse2024,10.1145/3597503.3639146,3,SUCCESS,P,,,,,,
109,icse-icse2024,10.1145/3597503.3623307,7,SUCCESS,D,Bar,Bar Chart,Grouped Bar Chart,2.0,Single,1
110,icse-icse2024,10.1145/3597503.3623348,4,SUCCESS,D,Point,Scatter Plot,Bubble Chart,2.0,Multipanel,4
111,icse-icse2024,10.1145/3597503.3623350,2,SUCCESS,P,,,,,,
112,icse-icse2024,10.1145/3597503.3639136,5,SUCCESS,D,Bar,Bar Chart,Stacked Bar Chart,2.0,Single,1
113,icse-icse2024,10.1145/3597503.3639106,9,SUCCESS,D,Distribution,Box-And-Whisker Plot,Box-And-Whisker Plot,2.0,Multipanel,2
114,icse-icse2024,10.1145/3597503.3639227,5,SUCCESS,D,Distribution,Histogram,Histogram,2.0,Combination,1
115,icse-icse2024,10.1145/3597503.3639227,5,SUCCESS,D,Distribution,Distribution Curve,Distribution Curve,2.0,Combination,1
116,icse-icse2024,10.1145/3597503.3639128,1,SUCCESS,P,,,,,,
117,icse-icse2024,10.1145/3597503.3623323,3,SUCCESS,D,Bar,Bar Chart,Bar Chart,2.0,Single,1
118,icse-icse2024,10.1145/3597503.3639105,3,SUCCESS,D,Point,Scatter Plot,Scatter Plot,2.0,Multipanel,8
119,icse-icse2024,10.1145/3597503.3623326,4,SUCCESS,P,,,,,,
120,icse-icse2024,10.1145/3597503.3623315,1,SUCCESS,P,,,,,,
121,icse-icse2024,10.1145/3597503.3639138,2,SUCCESS,P,,,,,,
122,icse-icse2024,10.1145/3597503.3639145,5,SUCCESS,D,Circle,Donut Chart,Donut Chart,2.0,Single,1
123,icse-icse2024,10.1145/3597503.3639115,1,SUCCESS,P,,,,,,
124,icse-icse2024,10.1145/3597503.3640325,4,SUCCESS,P,,,,,,
125,icse-icse2024,10.1145/3597503.3623350,5,SUCCESS,P,,,,,,
126,icse-icse2024,10.1145/3597503.3639124,7,SUCCESS,D,Bar,Bar Chart,Grouped Bar Chart,2.0,Single,1
127,icse-icse2024,10.1145/3597503.3639116,3,SUCCESS,D,Bar,Bar Chart,Bar Chart,2.0,Single,1
128,icse-icse2024,10.1145/3597503.3639099,4,SUCCESS,P,,,,,,
129,icse-icse2024,10.1145/3597503.3639582,1,SUCCESS,T,,,,,,
130,icse-icse2024,10.1145/3597503.3639168,4,SUCCESS,D,Point,Scatter Plot,Scatter Plot,2.0,Multipanel,2
131,icse-icse2024,10.1145/3597503.3639086,5,SUCCESS,P,,,,,,
132,icse-icse2024,10.1145/3597503.3639176,3,SUCCESS,P,,,,,,
133,seams-seams2024,10.1145/3643915.3644085,1,SUCCESS,P,,,,,,
134,seams-seams2024,10.1145/3643915.3644091,8,SUCCESS,D,Line,Line Graph,Line Graph,2.0,Single,1
135,seams-seams2024,10.1145/3643915.3644099,1,SUCCESS,P,,,,,,
136,seams-seams2024,10.1145/3643915.3644099,6,SUCCESS,P,,,,,,
137,seams-seams2024,10.1145/3643915.3644083,3,SUCCESS,P,,,,,,
138,seams-seams2024,10.1145/3643915.3644084,4,SUCCESS,P,,,,,,
139,seams-seams2024,10.1145/3643915.3644090,3,SUCCESS,P,,,,,,
140,seams-seams2024,10.1145/3643915.3644091,7,SUCCESS,D,Line,Line Graph,Line Graph,2.0,Single,1
141,seams-seams2024,10.1145/3643915.3644097,3,SUCCESS,D,Diagram,Illustration (or Rendering),Illustration (or Rendering),2.0,Multipanel,2
142,seams-seams2024,10.1145/3643915.3644091,2,SUCCESS,P,,,,,,
143,seams-seams2024,10.1145/3643915.3644092,2,SUCCESS,P,,,,,,
144,seams-seams2024,10.1145/3643915.3644087,3,SUCCESS,P,,,,,,
145,seams-seams2024,10.1145/3643915.3644091,1,SUCCESS,P,,,,,,
146,seams-seams2024,10.1145/3643915.3644098,1,SUCCESS,P,,,,,,
147,seams-seams2024,10.1145/3643915.3644099,7,SUCCESS,D,Circle,Pie Chart,Pie Chart,2.0,Multipanel,2
148,seams-seams2024,10.1145/3643915.3644085,6,SUCCESS,D,Distribution,Box-And-Whisker Plot,Box-And-Whisker Plot,2.0,Multipanel,2
149,seams-seams2024,10.1145/3643915.3644083,1,SUCCESS,P,,,,,,
150,seams-seams2024,10.1145/3643915.3644094,1,SUCCESS,P,,,,,,
151,seams-seams2024,10.1145/3643915.3644099,5,SUCCESS,P,,,,,,
152,icsm-icsme2024,10.1109/ICSME58944.2024.00050,7,SUCCESS,D,Distribution,Box-And-Whisker Plot,Box-And-Whisker Plot,2.0,Multipanel,2
153,icsm-icsme2024,10.1109/ICSME58944.2024.00026,6,SUCCESS,D,Line,Line Graph,Line Graph,2.0,Single,1
154,icsm-icsme2024,10.1109/ICSME58944.2024.00018,5,SUCCESS,D,Line,Line Graph,Line Graph,2.0,Multipanel,2
155,icsm-icsme2024,10.1109/ICSME58944.2024.00036,1,SUCCESS,P,,,,,,
156,icsm-icsme2024,10.1109/ICSME58944.2024.00056,8,SUCCESS,D,Distribution,Box-And-Whisker Plot,Box-And-Whisker Plot,2.0,Multipanel,7
157,icsm-icsme2024,10.1109/ICSME58944.2024.00039,1,SUCCESS,P,,,,,,
158,icsm-icsme2024,10.1109/ICSME58944.2024.00013,3,SUCCESS,D,Bar,Bar Chart,Bar Chart,2.0,Single,1
159,icsm-icsme2024,10.1109/ICSME58944.2024.00034,5,SUCCESS,D,Grid / Matrix,Heat Map,Heat Map,2.0,Single,1
160,icsm-icsme2024,10.1109/ICSME58944.2024.00022,2,SUCCESS,P,,,,,,
161,icsm-icsme2024,10.1109/ICSME58944.2024.00052,1,SUCCESS,P,,,,,,
162,icsm-icsme2024,10.1109/ICSME58944.2024.00041,4,SUCCESS,D,Point,Scatter Plot,Scatter Plot,2.0,Single,1
163,icsm-icsme2024,10.1109/ICSME58944.2024.00055,1,SUCCESS,D,Bar,Bar Chart,Stacked Bar Chart,2.0,Single,1
164,icsm-icsme2024,10.1109/ICSME58944.2024.00031,4,SUCCESS,P,,,,,,
165,icsm-icsme2024,10.1109/ICSME58944.2024.00022,3,SUCCESS,P,,,,,,
166,icsm-icsme2024,10.1109/ICSME58944.2024.00044,3,SUCCESS,D,Line,Line Graph,Line Graph,2.0,Single,1
167,icsm-icsme2024,10.1109/ICSME58944.2024.00041,5,SUCCESS,D,Distribution,Box-And-Whisker Plot,Box-And-Whisker Plot,2.0,Grouped,1
168,icsm-icsme2024,10.1109/ICSME58944.2024.00017,1,SUCCESS,P,,,,,,
169,icsm-icsme2024,10.1109/ICSME58944.2024.00038,1,SUCCESS,P,,,,,,
170,icsm-icsme2024,10.1109/ICSME58944.2024.00033,2,SUCCESS,P,,,,,,
171,icsm-icsme2024,10.1109/ICSME58944.2024.00035,3,SUCCESS,D,Bar,Bar Chart,Stacked Bar Chart,2.0,Single,1
172,icsm-icsme2024,10.1109/ICSME58944.2024.00056,5,SUCCESS,D,Distribution,Box-And-Whisker Plot,Box-And-Whisker Plot,2.0,Multipanel,2
173,icsm-icsme2024,10.1109/ICSME58944.2024.00057,13,SUCCESS,D,Bar,Bar Chart,Grouped Bar Chart,2.0,Single,1
174,icsm-icsme2024,10.1109/ICSME58944.2024.00041,3,SUCCESS,P,,,,,,
175,icsm-icsme2024,10.1109/ICSME58944.2024.00026,1,SUCCESS,P,,,,,,
176,icsm-icsme2024,10.1109/ICSME58944.2024.00025,6,SUCCESS,P,,,,,,
177,models-models2024,10.1145/3640310.3674095,3,FAILED,,,,,,,
178,models-models2024,10.1145/3640310.3674100,6,FAILED,,,,,,,
179,iwpc-icpc2024,10.1145/3643916.3644406,7,FAILED,,,,,,,
180,iwpc-icpc2024,10.1145/3643916.3644413,4,FAILED,,,,,,,
181,icse-icse2024,10.1145/3597503.3623326,7,SUCCESS,P,,,,,,
182,icse-icse2024,10.1145/3597503.3639123,5,SUCCESS,P,,,,,,
183,icse-icse2024,10.1145/3597503.3639161,1,SUCCESS,P,,,,,,
184,icse-icse2024,10.1145/3597503.3639583,5,SUCCESS,P,,,,,,
185,icse-icse2024,10.1145/3597503.3639230,3,SUCCESS,D,Bar,Bar Chart,Grouped Bar Chart,2.0,Single,1
186,icse-icse2024,10.1145/3597503.3639230,3,SUCCESS,D,Point,Scatter Plot,Trend Line,2.0,Single,1
187,icse-icse2024,10.1145/3597503.3608133,1,SUCCESS,P,,,,,,
188,icse-icse2024,10.1145/3597503.3623333,8,SUCCESS,D,Bar,Bar Chart,Grouped Bar Chart,2.0,Grouped,1
189,icse-icse2024,10.1145/3597503.3623311,4,SUCCESS,P,,,,,,
190,icse-icse2024,10.1145/3597503.3639088,2,SUCCESS,P,,,,,,
191,icse-icse2024,10.1145/3597503.3639218,1,SUCCESS,P,,,,,,
192,icse-icse2024,10.1145/3597503.3639193,7,SUCCESS,P,,,,,,
193,icse-icse2024,10.1145/3597503.3623347,1,SUCCESS,P,,,,,,
194,icse-icse2024,10.1145/3597503.3623315,4,SUCCESS,D,Bar,Bar Chart,Grouped Bar Chart,2.0,Single,1
195,icse-icse2024,10.1145/3597503.3639147,3,SUCCESS,P,,,,,,
196,icse-icse2024,10.1145/3597503.3639178,2,SUCCESS,P,,,,,,
197,icse-icse2024,10.1145/3597503.3640325,2,SUCCESS,P,,,,,,
198,icse-icse2024,10.1145/3597503.3639097,2,SUCCESS,P,,,,,,
199,icse-icse2024,10.1145/3597503.3639088,9,SUCCESS,D,Line,Line Graph,Line Graph,2.0,Multipanel,2
200,icse-icse2024,10.1145/3597503.3639088,9,SUCCESS,D,Line,Line Graph,Line Graph,2.0,Multipanel,2
201,icse-icse2024,10.1145/3597503.3639124,1,SUCCESS,P,,,,,,
202,icse-icse2024,10.1145/3597503.3639148,10,SUCCESS,P,,,,,,
203,icse-icse2024,10.1145/3597503.3608139,4,SUCCESS,D,Distribution,Box-And-Whisker Plot,Box-And-Whisker Plot,2.0,Grouped,1
204,icse-icse2024,10.1145/3597503.3639218,2,SUCCESS,P,,,,,,
205,icse-icse2024,10.1145/3597503.3639178,4,SUCCESS,D,Point,Scatter Plot,Scatter Plot,2.0,Single,1
206,icse-icse2024,10.1145/3597503.3608134,2,SUCCESS,P,,,,,,
207,issta-issta2024,10.1145/3650212.3680319,1,SUCCESS,P,,,,,,
208,issta-issta2024,10.1145/3650212.3652123,5,SUCCESS,D,Bar,Bar Chart,Grouped Bar Chart,2.0,Multipanel,5
209,issta-issta2024,10.1145/3650212.3680377,4,SUCCESS,T,,,,,,
210,issta-issta2024,10.1145/3650212.3652118,8,SUCCESS,P,,,,,,
211,issta-issta2024,10.1145/3650212.3680363,7,SUCCESS,D,Bar,Bar Chart,Stacked Bar Chart,2.0,Multipanel,3
212,issta-issta2024,10.1145/3650212.3680331,4,SUCCESS,D,Line,Line Graph,Line Graph,2.0,Multipanel,2
213,issta-issta2024,10.1145/3650212.3680374,6,SUCCESS,D,Point,Scatter Plot,Scatter Plot,2.0,Combination,1
214,issta-issta2024,10.1145/3650212.3680366,2,SUCCESS,D,Tree and Network (Graph),Tree and Network (Graph),Tree,2.0,Single,1
215,issta-issta2024,10.1145/3650212.3680400,1,SUCCESS,P,,,,,,
216,issta-issta2024,10.1145/3650212.3652120,12,SUCCESS,D,Diagram,Venn Diagram,Venn Diagram,2.0,Multipanel,2
217,issta-issta2024,10.1145/3650212.3680339,5,SUCCESS,D,Line,Line Graph,Line Graph,2.0,Single,1
218,issta-issta2024,10.1145/3650212.3652116,12,SUCCESS,D,Point,Scatter Plot,Scatter Plot,2.0,Multipanel,3
219,issta-issta2024,10.1145/3650212.3680400,9,SUCCESS,D,Bar,Bar Chart,Grouped Bar Chart,2.0,Single,1
220,issta-issta2024,10.1145/3650212.3680365,1,SUCCESS,D,Tree and Network (Graph),Tree and Network (Graph),Graph,2.0,Single,1
221,issta-issta2024,10.1145/3650212.3652131,3,SUCCESS,D,Tree and Network (Graph),Tree and Network (Graph),Graph,2.0,Single,1
222,issta-issta2024,10.1145/3650212.3680301,5,SUCCESS,P,,,,,,
223,issta-issta2024,10.1145/3650212.3680354,2,SUCCESS,P,,,,,,
224,issta-issta2024,10.1145/3650212.3680394,3,SUCCESS,P,,,,,,
225,issta-issta2024,10.1145/3650212.3652134,4,SUCCESS,P,,,,,,
226,issta-issta2024,10.1145/3650212.3680306,6,SUCCESS,D,Bar,Bar Chart,Stacked Bar Chart,2.0,Single,1
227,issta-issta2024,10.1145/3650212.3680326,1,SUCCESS,P,,,,,,
228,issta-issta2024,10.1145/3650212.3680317,4,SUCCESS,P,,,,,,
229,issta-issta2024,10.1145/3650212.3680302,7,SUCCESS,P,,,,,,
230,issta-issta2024,10.1145/3650212.3680348,1,SUCCESS,D,Tree and Network (Graph),Tree and Network (Graph),Graph,2.0,Single,1
231,issta-issta2024,10.1145/3650212.3680343,4,SUCCESS,T,,,,,,
232,icse-icse2024,10.1145/3597503.3623314,2,SUCCESS,D,Point,Scatter Plot,Scatter Plot,2.0,Multipanel,4
233,icse-icse2024,10.1145/3597503.3639153,6,SUCCESS,P,,,,,,
234,icse-icse2024,10.1145/3597503.3639115,5,SUCCESS,P,,,,,,
235,icse-icse2024,10.1145/3597503.3639204,1,SUCCESS,P,,,,,,
236,icse-icse2024,10.1145/3597503.3639580,4,SUCCESS,P,,,,,,
237,icse-icse2024,10.1145/3597503.3639204,9,SUCCESS,P,,,,,,
238,icse-icse2024,10.1145/3597503.3608142,5,SUCCESS,D,Line,Line Graph,Line Graph,2.0,Single,1
239,icse-icse2024,10.1145/3597503.3639155,6,SUCCESS,P,,,,,,
240,icse-icse2024,10.1145/3597503.3639128,3,SUCCESS,P,,,,,,
241,icse-icse2024,10.1145/3597503.3623300,6,SUCCESS,P,,,,,,
242,icse-icse2024,10.1145/3597503.3639230,4,SUCCESS,D,Bar,Bar Chart,Stacked Bar Chart,2.0,Grouped,1
243,icse-icse2024,10.1145/3597503.3639162,4,SUCCESS,D,Distribution,Box-And-Whisker Plot,Box-And-Whisker Plot,2.0,Multipanel,5
244,icse-icse2024,10.1145/3597503.3639210,3,SUCCESS,P,,,,,,
245,icse-icse2024,10.1145/3597503.3623322,1,SUCCESS,P,,,,,,
246,icse-icse2024,10.1145/3597503.3623346,1,SUCCESS,P,,,,,,
247,icse-icse2024,10.1145/3597503.3639076,2,SUCCESS,P,,,,,,
248,icse-icse2024,10.1145/3597503.3639211,1,SUCCESS,P,,,,,,
249,icse-icse2024,10.1145/3597503.3623318,8,SUCCESS,D,Line,Line Graph,Line Graph,2.0,Single,1
250,icse-icse2024,10.1145/3597503.3639100,2,SUCCESS,P,,,,,,
251,icse-icse2024,10.1145/3597503.3639208,2,SUCCESS,P,,,,,,
252,icse-icse2024,10.1145/3597503.3639087,2,SUCCESS,P,,,,,,
253,icse-icse2024,10.1145/3597503.3639580,5,SUCCESS,P,,,,,,
254,icse-icse2024,10.1145/3597503.3639220,5,SUCCESS,P,,,,,,
255,icse-icse2024,10.1145/3597503.3639178,6,SUCCESS,P,,,,,,
256,icse-icse2024,10.1145/3597503.3623311,7,SUCCESS,D,Line,Line Graph,Line Graph,2.0,Multipanel,5
257,icst-icst2024,10.1109/ICST60714.2024.00022,4,SUCCESS,D,Line,Line Graph,Line Graph,2.0,Multipanel,4
258,icst-icst2024,10.1109/ICST60714.2024.00023,6,SUCCESS,D,Tree and Network (Graph),Tree and Network (Graph),Graph,2.0,Single,1
259,icst-icst2024,10.1109/ICST60714.2024.00024,3,SUCCESS,P,,,,,,
260,icst-icst2024,10.1109/ICST60714.2024.00019,2,SUCCESS,P,,,,,,
